# ne_cache v1 — ORACLE-PROVENANCE INPUT DATA (m4-pinning §P4/C3; RESEARCH-M §2 amendment).
# Conductor N(E) and root number ε(E) for the height-ordered family
#   {E_{A,B}: y²=x³+Ax+B, H(E)=max(4|A|³,27B²) ≤ X, reduced, nonsingular}.
# N, eps are OBTAINED FROM AN ORACLE (PARI/GP) — a live oracle supplying
# trusted INPUT, not refereeing our numbers; a_p stays COMPUTED (ap_charsum).
# Residual risk: a systematic oracle N/ε error propagates silently — certified
# against pinned ecdata by verify/m4/oracle_dual_overlap_NE (5676 classes exact).
# Generated by: `at ne-cache --X 262144 --out data/m5/ne_cache_x262144.txt`.
# Oracle: PARI/GP [2, 17, 4], ellglobalred(ellinit([0,0,0,A,B]))[1] (N), ellrootno (eps).
# provenance: oracle   (columns N, eps)
# format_version 1
# generator_hash 787e95ade733c99f38e72ccb7d38f049b7e02b59ddb673627c58d8bc346de521
# X 262144
# count 15936
# A B N eps
-3 14 648 -1
-3 15 47736 1
-3 16 12096 -1
-3 17 123120 1
-3 18 720 -1
-3 19 77112 -1
-3 20 19008 1
-3 21 188784 1
-3 22 12960 -1
-3 23 22680 -1
-3 24 247104 1
-3 25 3312 -1
-3 26 18144 1
-3 27 10440 1
-3 28 336960 1
-3 29 4464 -1
-3 30 1512 1
-3 31 206712 -1
-3 32 440640 1
-3 33 468720 1
-3 34 432 -1
-3 35 263736 1
-3 36 186048 1
-3 37 589680 1
-3 38 4320 -1
-3 39 327672 -1
-3 40 689472 -1
-3 41 724464 -1
-3 42 47520 1
-3 43 44280 -1
-3 44 834624 -1
-3 45 291024 -1
-3 46 7128 -1
-3 47 7560 -1
-3 48 198720 1
-3 49 1035504 1
-3 50 16848 1
-3 51 80136 1
-3 52 2880 1
-3 53 1211760 -1
-3 54 26208 -1
-3 55 652536 1
-3 56 16704 -1
-3 57 1401840 -1
-3 58 90720 -1
-3 59 751032 -1
-3 60 1553472 1
-3 61 178416 -1
-3 62 405 -1
-3 63 285480 -1
-3 64 1767744 1
-3 65 202608 1
-3 66 7344 -1
-3 67 968760 -1
-3 68 1995840 -1
-3 69 2055024 -1
-3 70 14688 1
-3 71 1087992 -1
-3 72 745920 -1
-3 73 460080 1
-3 74 16416 1
-3 75 1214136 -1
-3 76 2493504 -1
-3 77 511920 1
-3 78 20520 -1
-3 79 5544 -1
-3 80 2763072 -1
-3 81 944208 -1
-3 82 45360 1
-3 83 6120 -1
-3 84 3046464 -1
-3 85 3119472 1
-3 86 199584 -1
-3 87 1634040 -1
-3 88 371520 1
-3 89 3420144 -1
-3 90 72864 1
-3 91 1787832 -1
-3 92 406080 -1
-3 93 3734640 1
-3 94 14904 1
-3 95 1948536 1
-3 96 568512 1
-3 97 451440 1
-3 98 6480 -1
-2 -98 4148416 -1
-2 -97 4064176 -1
-2 -96 398080 1
-2 -95 1949144 -1
-2 -94 3816640 -1
-2 -93 3735856 -1
-2 -92 1827968 1
-2 -91 1788440 1
-2 -90 3498688 -1
-2 -89 3421360 1
-2 -88 1672448 1
-2 -87 1634648 -1
-2 -86 3194560 -1
-2 -85 3120688 1
-2 -84 1523840 -1
-2 -83 1487768 -1
-2 -82 2904256 -1
-2 -81 2833840 1
-2 -80 1382144 -1
-2 -79 269560 -1
-2 -78 2627776 -1
-2 -77 2560816 -1
-2 -76 1247360 -1
-2 -75 1214744 1
-2 -74 2365120 -1
-2 -73 2301616 1
-2 -72 1119488 -1
-2 -71 217720 1
-2 -70 2116288 1
-2 -69 2056240 -1
-2 -68 998528 -1
-2 -67 969368 -1
-2 -66 1881280 -1
-2 -65 1824688 -1
-2 -64 884480 1
-2 -63 857048 1
-2 -62 1660096 1
-2 -61 1606960 1
-2 -60 777344 1
-2 -59 751640 1
-2 -58 1452736 -1
-2 -57 1403056 -1
-2 -56 29440 1
-2 -55 653144 1
-2 -54 251840 1
-2 -53 1212976 -1
-2 -52 583808 1
-2 -51 561560 -1
-2 -50 1079488 -1
-2 -49 1036720 1
-2 -48 497408 1
-2 -47 476888 -1
-2 -46 182720 -1
-2 -45 874288 -1
-2 -44 417920 -1
-2 -43 399128 -1
-2 -42 761536 1
-2 -41 725680 -1
-2 -40 345344 1
-2 -39 328280 -1
-2 -38 623296 -1
-2 -37 590896 1
-2 -36 279680 1
-2 -35 264344 1
-2 -34 498880 -1
-2 -33 469936 1
-2 -32 220928 -1
-2 -31 207320 -1
-2 -30 388288 1
-2 -29 72560 -1
-2 -28 169088 1
-2 -27 157208 1
-2 -26 291520 1
-2 -25 269488 -1
-2 -24 124160 1
-2 -23 114008 -1
-2 -22 208576 -1
-2 -21 1520 -1
-2 -20 86144 1
-2 -19 77720 -1
-2 -18 139456 1
-2 -17 124336 1
-2 -16 55040 1
-2 -15 48344 -1
-2 -14 84160 -1
-2 -13 72496 -1
-2 -12 30848 1
-2 -11 25880 1
-2 -10 42688 1
-2 -9 34480 1
-2 -8 13568 -1
-2 -7 10328 -1
-2 -6 15040 1
-2 -5 10288 1
-2 -4 640 1
-2 -3 1688 -1
-2 -2 1216 1
-2 -1 80 1
-2 0 256 -1
-2 1 40 1
-2 2 1216 -1
-2 3 3376 -1
-2 4 640 -1
-2 5 5144 1
-2 6 15040 -1
-2 7 20656 1
-2 8 13568 1
-2 9 17240 -1
-2 10 42688 -1
-2 11 51760 1
-2 12 30848 -1
-2 13 36248 -1
-2 14 84160 1
-2 15 96688 1
-2 16 55040 -1
-2 17 62168 -1
-2 18 139456 -1
-2 19 155440 -1
-2 20 86144 -1
-2 21 760 -1
-2 22 208576 1
-2 23 228016 1
-2 24 124160 -1
-2 25 134744 1
-2 26 291520 -1
-2 27 314416 1
-2 28 169088 -1
-2 29 36280 -1
-2 30 388288 -1
-2 31 414640 1
-2 32 220928 1
-2 33 234968 -1
-2 34 498880 1
-2 35 528688 1
-2 36 279680 -1
-2 37 295448 1
-2 38 623296 1
-2 39 656560 1
-2 40 345344 -1
-2 41 362840 1
-2 42 761536 -1
-2 43 798256 -1
-2 44 417920 1
-2 45 437144 -1
-2 46 182720 1
-2 47 953776 1
-2 48 497408 -1
-2 49 518360 -1
-2 50 1079488 1
-2 51 1123120 -1
-2 52 583808 -1
-2 53 606488 -1
-2 54 251840 -1
-2 55 1306288 -1
-2 56 29440 1
-2 57 701528 1
-2 58 1452736 1
-2 59 1503280 1
-2 60 777344 -1
-2 61 803480 1
-2 62 1660096 -1
-2 63 1714096 -1
-2 64 884480 -1
-2 65 912344 1
-2 66 1881280 1
-2 67 1938736 -1
-2 68 998528 1
-2 69 1028120 -1
-2 70 2116288 -1
-2 71 435440 -1
-2 72 1119488 1
-2 73 1150808 -1
-2 74 2365120 1
-2 75 2429488 1
-2 76 1247360 1
-2 77 1280408 -1
-2 78 2627776 1
-2 79 539120 1
-2 80 1382144 1
-2 81 1416920 -1
-2 82 2904256 1
-2 83 2975536 -1
-2 84 1523840 1
-2 85 1560344 1
-2 86 3194560 1
-2 87 3269296 1
-2 88 1672448 -1
-2 89 1710680 -1
-2 90 3498688 1
-2 91 3576880 1
-2 92 1827968 -1
-2 93 1867928 -1
-2 94 3816640 1
-2 95 3898288 1
-2 96 398080 -1
-2 97 2032088 1
-2 98 4148416 1
-1 -98 4148864 -1
-1 -97 4064624 1
-1 -96 1990624 1
-1 -95 974684 1
-1 -94 3817088 1
-1 -93 3736304 -1
-1 -92 1828192 -1
-1 -91 894332 -1
-1 -90 3499136 -1
-1 -89 3421808 -1
-1 -88 1672672 1
-1 -87 817436 1
-1 -86 3195008 1
-1 -85 3121136 1
-1 -84 1524064 -1
-1 -83 743996 1
-1 -82 2904704 1
-1 -81 2834288 -1
-1 -80 1382368 -1
-1 -79 674012 -1
-1 -78 2628224 -1
-1 -77 2561264 1
-1 -76 1247584 1
-1 -75 607484 1
-1 -74 2365568 -1
-1 -73 2302064 1
-1 -72 1119712 1
-1 -71 544412 -1
-1 -70 2116736 1
-1 -69 2056688 -1
-1 -68 43424 -1
-1 -67 484796 -1
-1 -66 1881728 1
-1 -65 1825136 -1
-1 -64 884704 1
-1 -63 428636 -1
-1 -62 1660544 -1
-1 -61 1607408 -1
-1 -60 16544 1
-1 -59 375932 1
-1 -58 1453184 -1
-1 -57 1403504 1
-1 -56 677344 1
-1 -55 326684 1
-1 -54 1259648 1
-1 -53 1213424 -1
-1 -52 584032 1
-1 -51 280892 1
-1 -50 1079936 -1
-1 -49 1037168 1
-1 -48 497632 1
-1 -47 238556 -1
-1 -46 914048 1
-1 -45 874736 -1
-1 -44 418144 1
-1 -43 199676 1
-1 -42 761984 -1
-1 -41 726128 -1
-1 -40 345568 -1
-1 -39 164252 -1
-1 -38 623744 1
-1 -37 591344 -1
-1 -36 279904 1
-1 -35 132284 1
-1 -34 499328 1
-1 -33 470384 1
-1 -32 221152 1
-1 -31 103772 1
-1 -30 388736 -1
-1 -29 363248 -1
-1 -28 169312 -1
-1 -27 78716 -1
-1 -26 291968 -1
-1 -25 269936 1
-1 -24 9568 1
-1 -23 57116 -1
-1 -22 209024 1
-1 -21 190448 1
-1 -20 86368 1
-1 -19 38972 1
-1 -18 139904 -1
-1 -17 124784 -1
-1 -16 55264 -1
-1 -15 24284 -1
-1 -14 84608 -1
-1 -13 72944 -1
-1 -12 31072 -1
-1 -11 13052 -1
-1 -10 43136 -1
-1 -9 34928 -1
-1 -8 13792 -1
-1 -7 5276 1
-1 -6 1408 1
-1 -5 10736 -1
-1 -4 3424 1
-1 -3 956 1
-1 -2 1664 -1
-1 -1 368 1
-1 0 32 1
-1 1 92 -1
-1 2 1664 1
-1 3 3824 -1
-1 4 3424 1
-1 5 2684 1
-1 6 1408 1
-1 7 21104 -1
-1 8 13792 1
-1 9 8732 1
-1 10 43136 1
-1 11 52208 1
-1 12 31072 -1
-1 13 18236 1
-1 14 84608 1
-1 15 97136 1
-1 16 55264 1
-1 17 31196 1
-1 18 139904 1
-1 19 155888 -1
-1 20 86368 1
-1 21 47612 -1
-1 22 209024 -1
-1 23 228464 1
-1 24 9568 -1
-1 25 67484 -1
-1 26 291968 1
-1 27 314864 1
-1 28 169312 -1
-1 29 90812 1
-1 30 388736 1
-1 31 415088 -1
-1 32 221152 -1
-1 33 117596 -1
-1 34 499328 -1
-1 35 529136 -1
-1 36 279904 1
-1 37 147836 1
-1 38 623744 -1
-1 39 657008 1
-1 40 345568 1
-1 41 181532 1
-1 42 761984 1
-1 43 798704 -1
-1 44 418144 1
-1 45 218684 1
-1 46 914048 -1
-1 47 954224 1
-1 48 497632 -1
-1 49 259292 -1
-1 50 1079936 1
-1 51 1123568 -1
-1 52 584032 1
-1 53 303356 1
-1 54 1259648 -1
-1 55 1306736 -1
-1 56 677344 -1
-1 57 350876 -1
-1 58 1453184 1
-1 59 1503728 -1
-1 60 16544 -1
-1 61 401852 1
-1 62 1660544 1
-1 63 1714544 1
-1 64 884704 -1
-1 65 456284 1
-1 66 1881728 -1
-1 67 1939184 1
-1 68 43424 1
-1 69 514172 1
-1 70 2116736 -1
-1 71 2177648 1
-1 72 1119712 -1
-1 73 575516 -1
-1 74 2365568 1
-1 75 2429936 -1
-1 76 1247584 1
-1 77 640316 -1
-1 78 2628224 1
-1 79 2696048 1
-1 80 1382368 1
-1 81 708572 1
-1 82 2904704 -1
-1 83 2975984 -1
-1 84 1524064 -1
-1 85 780284 -1
-1 86 3195008 -1
-1 87 3269744 -1
-1 88 1672672 -1
-1 89 855452 1
-1 90 3499136 1
-1 91 3577328 1
-1 92 1828192 -1
-1 93 934076 1
-1 94 3817088 -1
-1 95 3898736 -1
-1 96 1990624 -1
-1 97 1016156 -1
-1 98 4148864 1
0 -98 28224 1
0 -97 4064688 1
0 -96 15552 1
0 -95 974700 -1
0 -94 3817152 -1
0 -93 3736368 -1
0 -92 57132 1
0 -91 298116 -1
0 -90 388800 1
0 -89 1140624 1
0 -88 209088 1
0 -87 817452 -1
0 -86 3195072 1
0 -85 3121200 -1
0 -84 190512 -1
0 -83 744012 1
0 -82 968256 1
0 -81 3888 -1
0 -80 3600 1
0 -79 674028 -1
0 -78 2628288 1
0 -77 2561328 1
0 -76 38988 1
0 -75 24300 -1
0 -74 2365632 -1
0 -73 767376 1
0 -72 15552 -1
0 -71 181476 -1
0 -70 2116800 1
0 -69 2056752 1
0 -68 124848 1
0 -67 484812 1
0 -66 1881792 -1
0 -65 1825200 -1
0 -63 47628 -1
0 -62 553536 1
0 -61 1607472 1
0 -60 24300 -1
0 -59 375948 -1
0 -58 1453248 -1
0 -57 1403568 -1
0 -56 84672 -1
0 -55 108900 -1
0 -54 1728 -1
0 -53 404496 1
0 -52 73008 1
0 -51 280908 -1
0 -50 43200 -1
0 -49 21168 -1
0 -48 243 -1
0 -47 238572 1
0 -46 304704 1
0 -45 97200 -1
0 -44 4356 -1
0 -43 199692 -1
0 -42 762048 1
0 -41 726192 1
0 -40 43200 -1
0 -39 164268 1
0 -38 623808 -1
0 -37 197136 1
0 -36 3888 1
0 -35 44100 -1
0 -34 499392 1
0 -33 470448 1
0 -32 1728 1
0 -31 103788 1
0 -30 388800 -1
0 -29 363312 -1
0 -28 1764 -1
0 -27 36 1
0 -26 97344 1
0 -25 10800 -1
0 -24 15552 1
0 -23 57132 -1
0 -22 209088 -1
0 -21 190512 -1
0 -20 10800 -1
0 -19 12996 -1
0 -18 15552 -1
0 -17 41616 1
0 -16 432 1
0 -15 24300 -1
0 -14 84672 1
0 -13 73008 -1
0 -12 972 1
0 -11 13068 1
0 -10 14400 1
0 -9 3888 1
0 -8 576 1
0 -7 5292 -1
0 -6 15552 1
0 -5 10800 1
0 -4 432 -1
0 -3 972 1
0 -2 1728 -1
0 -1 144 1
0 1 36 1
0 2 1728 -1
0 3 3888 -1
0 4 108 1
0 5 2700 -1
0 6 15552 1
0 7 21168 1
0 8 576 -1
0 9 972 -1
0 10 14400 -1
0 11 52272 -1
0 12 3888 -1
0 13 18252 1
0 14 84672 1
0 15 97200 1
0 16 27 1
0 17 10404 1
0 18 15552 -1
0 19 51984 -1
0 20 2700 1
0 21 47628 1
0 22 209088 -1
0 23 228528 1
0 24 15552 1
0 25 2700 1
0 26 97344 -1
0 27 144 1
0 28 7056 -1
0 29 90828 1
0 30 388800 -1
0 31 415152 -1
0 32 1728 1
0 33 117612 -1
0 34 499392 1
0 35 176400 -1
0 36 972 -1
0 37 49284 1
0 38 623808 -1
0 39 657072 -1
0 40 43200 -1
0 41 181548 -1
0 42 762048 1
0 43 798768 1
0 44 17424 -1
0 45 24300 1
0 46 304704 -1
0 47 954288 -1
0 48 3888 -1
0 49 5292 1
0 50 43200 -1
0 51 1123632 1
0 52 18252 -1
0 53 101124 1
0 54 1728 -1
0 55 435600 -1
0 56 84672 -1
0 57 350892 1
0 58 1453248 -1
0 59 1503792 1
0 60 97200 1
0 61 401868 -1
0 62 553536 -1
0 63 190512 1
0 65 456300 1
0 66 1881792 -1
0 67 1939248 -1
0 68 31212 -1
0 69 514188 -1
0 70 2116800 1
0 71 725904 -1
0 72 15552 -1
0 73 191844 1
0 74 2365632 -1
0 75 97200 1
0 76 155952 -1
0 77 640332 -1
0 78 2628288 1
0 79 2696112 1
0 80 225 -1
0 81 972 1
0 82 968256 -1
0 83 2976048 -1
0 84 47628 1
0 85 780300 1
0 86 3195072 1
0 87 3269808 1
0 88 209088 1
0 89 285156 1
0 90 388800 1
0 91 1192464 -1
0 92 228528 -1
0 93 934092 1
0 94 3817152 -1
0 95 3898800 1
0 96 15552 1
0 97 1016172 -1
0 98 28224 -1
1 -98 259312 -1
1 -97 2032376 -1
1 -96 3981376 1
1 -95 3898864 1
1 -94 119288 1
1 -93 1868216 1
1 -92 3656512 -1
1 -91 3577456 1
1 -90 54676 -1
1 -89 1710968 1
1 -88 3345472 1
1 -87 3269872 -1
1 -86 199696 1
1 -85 1560632 -1
1 -84 3048256 -1
1 -83 2976112 -1
1 -82 181552 -1
1 -81 1417208 1
1 -80 2764864 -1
1 -79 385168 -1
1 -78 82136 -1
1 -77 1280696 1
1 -76 2495296 1
1 -75 2430064 -1
1 -74 36964 -1
1 -73 1151096 1
1 -72 2239552 1
1 -71 2177776 -1
1 -70 132304 -1
1 -69 1028408 1
1 -68 5824 -1
1 -67 1939312 1
1 -66 117616 1
1 -65 912632 -1
1 -64 1769536 1
1 -63 1714672 1
1 -62 51896 -1
1 -61 803768 1
1 -60 1555264 1
1 -59 1503856 1
1 -58 22708 1
1 -57 701816 1
1 -56 1354816 -1
1 -55 1306864 -1
1 -54 78736 -1
1 -53 606776 -1
1 -52 1168192 -1
1 -51 1123696 -1
1 -50 67504 1
1 -49 518648 1
1 -48 995392 1
1 -47 954352 1
1 -46 28568 -1
1 -45 437432 1
1 -44 836416 1
1 -43 798832 -1
1 -42 11908 1
1 -41 363128 1
1 -40 691264 1
1 -39 657136 1
1 -38 38992 -1
1 -37 295736 -1
1 -36 559936 1
1 -35 529264 1
1 -34 31216 1
1 -33 235256 1
1 -32 442432 1
1 -31 415216 -1
1 -30 1736 -1
1 -29 181688 -1
1 -28 338752 1
1 -27 314992 -1
1 -26 4564 1
1 -25 135032 -1
1 -24 248896 -1
1 -23 228592 -1
1 -22 13072 1
1 -21 95288 -1
1 -20 172864 1
1 -19 22288 -1
1 -18 8752 1
1 -17 62456 1
1 -16 110656 -1
1 -15 97264 -1
1 -14 2648 -1
1 -13 36536 1
1 -12 62272 1
1 -11 52336 -1
1 -10 52 1
1 -9 17528 1
1 -8 27712 -1
1 -7 21232 -1
1 -6 976 -1
1 -5 5432 -1
1 -4 6976 -1
1 -3 3952 1
1 -2 112 1
1 -1 248 -1
1 0 64 1
1 1 496 -1
1 2 56 1
1 3 1976 -1
1 4 6976 -1
1 5 10864 1
1 6 244 -1
1 7 10616 -1
1 8 27712 -1
1 9 35056 1
1 10 208 1
1 11 26168 1
1 12 62272 1
1 13 73072 -1
1 14 5296 1
1 15 48632 -1
1 16 110656 -1
1 17 124912 1
1 18 4376 -1
1 19 11144 -1
1 20 172864 1
1 21 190576 1
1 22 3268 1
1 23 114296 -1
1 24 248896 -1
1 25 270064 -1
1 26 18256 1
1 27 157496 1
1 28 338752 1
1 29 363376 1
1 30 3472 1
1 31 207608 -1
1 32 442432 1
1 33 470512 1
1 34 15608 1
1 35 264632 -1
1 36 559936 1
1 37 591472 1
1 38 9748 -1
1 39 328568 1
1 40 691264 1
1 41 726256 1
1 42 47632 1
1 43 399416 1
1 44 836416 1
1 45 874864 -1
1 46 57136 1
1 47 477176 1
1 48 995392 1
1 49 1037296 1
1 50 33752 -1
1 51 561848 1
1 52 1168192 -1
1 53 1213552 1
1 54 19684 -1
1 55 653432 -1
1 56 1354816 -1
1 57 1403632 1
1 58 90832 1
1 59 751928 -1
1 60 1555264 1
1 61 1607536 -1
1 62 103792 -1
1 63 857336 1
1 64 1769536 1
1 65 1825264 -1
1 66 58808 1
1 67 969656 -1
1 68 5824 1
1 69 2056816 -1
1 70 33076 -1
1 71 1088888 -1
1 72 2239552 1
1 73 2302192 1
1 74 147856 -1
1 75 1215032 1
1 76 2495296 1
1 77 2561392 -1
1 78 164272 1
1 79 192584 1
1 80 2764864 -1
1 81 2834416 1
1 82 90776 1
1 83 1488056 1
1 84 3048256 -1
1 85 3121264 1
1 86 49924 1
1 87 1634936 -1
1 88 3345472 1
1 89 3421936 1
1 90 218704 -1
1 91 1788728 -1
1 92 3656512 -1
1 93 3736432 -1
1 94 238576 1
1 95 1949432 1
1 96 3981376 1
1 97 4064752 -1
1 98 129656 -1
2 -98 4149440 -1
2 -97 813040 1
2 -96 1990912 -1
2 -95 1949656 -1
2 -94 3817664 -1
2 -93 3736880 -1
2 -92 1828480 -1
2 -91 1788952 -1
2 -90 3499712 1
2 -89 3422384 -1
2 -88 1672960 1
2 -87 1635160 1
2 -86 456512 -1
2 -85 3121712 1
2 -84 1524352 1
2 -83 1488280 -1
2 -82 2905280 1
2 -81 2834864 -1
2 -80 1382656 1
2 -79 1348312 1
2 -78 525760 1
2 -77 2561840 -1
2 -76 1247872 1
2 -75 1215256 1
2 -74 2366144 1
2 -73 2302640 1
2 -72 8960 -1
2 -71 1089112 -1
2 -70 2117312 1
2 -69 2057264 1
2 -68 999040 1
2 -67 969880 1
2 -66 1882304 1
2 -65 1825712 -1
2 -64 884992 -1
2 -63 857560 -1
2 -62 1661120 -1
2 -61 32816 1
2 -60 777856 -1
2 -59 752152 1
2 -58 1453760 1
2 -57 1404080 -1
2 -56 677632 -1
2 -55 653656 -1
2 -54 1260224 1
2 -53 48560 1
2 -52 584320 1
2 -51 562072 1
2 -50 1080512 1
2 -49 1037744 -1
2 -48 497920 1
2 -47 95480 -1
2 -46 914624 1
2 -45 875312 1
2 -44 418432 -1
2 -43 399640 -1
2 -42 762560 1
2 -41 726704 -1
2 -40 345856 1
2 -39 328792 1
2 -38 624320 -1
2 -37 84560 -1
2 -36 280192 -1
2 -35 264856 -1
2 -34 499904 -1
2 -33 16240 1
2 -32 221440 1
2 -31 207832 1
2 -30 389312 -1
2 -29 363824 -1
2 -28 33920 1
2 -27 157720 1
2 -26 292544 1
2 -25 270512 1
2 -24 124672 -1
2 -23 114520 -1
2 -22 41920 1
2 -21 191024 -1
2 -20 86656 1
2 -19 78232 -1
2 -18 140480 -1
2 -17 125360 -1
2 -16 55552 1
2 -15 48856 1
2 -14 704 -1
2 -13 73520 1
2 -12 4480 1
2 -11 26392 -1
2 -10 43712 -1
2 -9 35504 -1
2 -8 14080 1
2 -7 10840 1
2 -6 16064 1
2 -5 11312 1
2 -4 3712 1
2 -3 440 -1
2 -2 2240 -1
2 -1 944 1
2 0 256 1
2 1 472 -1
2 2 2240 1
2 3 880 -1
2 4 3712 1
2 5 5656 1
2 6 16064 -1
2 7 21680 -1
2 8 14080 1
2 9 17752 1
2 10 43712 1
2 11 52784 -1
2 12 4480 -1
2 13 36760 1
2 14 704 1
2 15 97712 -1
2 16 55552 1
2 17 62680 1
2 18 140480 1
2 19 156464 -1
2 20 86656 1
2 21 95512 -1
2 22 41920 -1
2 23 229040 1
2 24 124672 -1
2 25 135256 -1
2 26 292544 -1
2 27 315440 1
2 28 33920 1
2 29 181912 -1
2 30 389312 1
2 31 415664 -1
2 32 221440 1
2 33 8120 -1
2 34 499904 1
2 35 529712 -1
2 36 280192 -1
2 37 42280 1
2 38 624320 1
2 39 657584 -1
2 40 345856 1
2 41 363352 1
2 42 762560 -1
2 43 799280 -1
2 44 418432 -1
2 45 437656 1
2 46 914624 -1
2 47 190960 1
2 48 497920 1
2 49 518872 1
2 50 1080512 -1
2 51 1124144 1
2 52 584320 1
2 53 24280 1
2 54 1260224 -1
2 55 1307312 1
2 56 677632 -1
2 57 702040 1
2 58 1453760 -1
2 59 1504304 1
2 60 777856 -1
2 61 16408 1
2 62 1661120 1
2 63 1715120 1
2 64 884992 -1
2 65 912856 1
2 66 1882304 -1
2 67 1939760 1
2 68 999040 1
2 69 1028632 1
2 70 2117312 -1
2 71 2178224 1
2 72 8960 -1
2 73 1151320 -1
2 74 2366144 -1
2 75 2430512 1
2 76 1247872 1
2 77 1280920 -1
2 78 525760 -1
2 79 2696624 -1
2 80 1382656 1
2 81 1417432 1
2 82 2905280 -1
2 83 2976560 -1
2 84 1524352 1
2 85 1560856 1
2 86 456512 -1
2 87 3270320 -1
2 88 1672960 1
2 89 1711192 1
2 90 3499712 -1
2 91 3577904 -1
2 92 1828480 -1
2 93 1868440 -1
2 94 3817664 1
2 95 3899312 1
2 96 1990912 -1
2 97 406520 -1
2 98 4149440 1
3 -98 4150656 1
3 -97 4066416 -1
3 -96 1991520 -1
3 -95 325044 -1
3 -94 1272960 1
3 -93 3738096 1
3 -92 1829088 -1
3 -91 894780 -1
3 -90 1166976 -1
3 -89 684720 1
3 -88 1673568 -1
3 -87 817884 1
3 -86 213120 -1
3 -85 1040976 -1
3 -84 1524960 -1
3 -83 744444 -1
3 -82 100224 -1
3 -81 945360 1
3 -80 1383264 -1
3 -79 674460 1
3 -78 2630016 -1
3 -77 854352 1
3 -76 24480 -1
3 -75 607932 1
3 -74 2367360 1
3 -73 2303856 1
3 -72 373536 -1
3 -71 544860 1
3 -70 2118528 1
3 -69 2058480 -1
3 -68 333216 -1
3 -67 161748 -1
3 -66 1883520 -1
3 -65 1826928 1
3 -64 177120 -1
3 -63 143028 -1
3 -62 1662336 -1
3 -61 321840 1
3 -60 778464 -1
3 -59 125460 -1
3 -58 484992 1
3 -57 1405296 -1
3 -56 678240 1
3 -55 327132 -1
3 -54 420480 1
3 -53 1215216 1
3 -52 584928 1
3 -51 281340 -1
3 -50 360576 1
3 -49 346320 -1
3 -48 498528 -1
3 -47 239004 1
3 -46 915840 1
3 -45 292176 1
3 -44 419040 1
3 -43 200124 1
3 -42 763776 1
3 -41 242640 1
3 -40 115488 1
3 -39 32940 1
3 -38 625536 -1
3 -37 593136 1
3 -36 18720 1
3 -35 132732 -1
3 -34 501120 -1
3 -33 472176 1
3 -32 74016 -1
3 -31 34740 1
3 -30 390528 1
3 -29 28080 1
3 -28 170208 1
3 -27 26388 1
3 -26 293760 -1
3 -25 271728 1
3 -24 125280 1
3 -23 19188 1
3 -22 70272 1
3 -21 192240 1
3 -20 87264 -1
3 -19 39420 -1
3 -18 47232 -1
3 -17 126576 -1
3 -16 56160 1
3 -15 24732 1
3 -14 5760 1
3 -13 24912 -1
3 -12 31968 -1
3 -11 540 1
3 -10 44928 -1
3 -9 12240 -1
3 -8 14688 1
3 -7 5724 -1
3 -6 17280 -1
3 -5 4176 -1
3 -4 1440 1
3 -3 1404 -1
3 -2 3456 1
3 -1 2160 1
3 0 288 -1
3 1 540 -1
3 2 3456 -1
3 3 5616 1
3 4 1440 -1
3 5 1044 -1
3 6 17280 1
3 7 22896 1
3 8 14688 -1
3 9 3060 -1
3 10 44928 1
3 11 2160 -1
3 12 31968 -1
3 13 6228 -1
3 14 5760 1
3 15 98928 -1
3 16 56160 -1
3 17 31644 1
3 18 47232 -1
3 19 157680 1
3 20 87264 -1
3 21 48060 -1
3 22 70272 1
3 23 76752 1
3 24 125280 -1
3 25 67932 -1
3 26 293760 1
3 27 105552 1
3 28 170208 1
3 29 7020 -1
3 30 390528 -1
3 31 138960 1
3 32 74016 -1
3 33 118044 -1
3 34 501120 1
3 35 530928 1
3 36 18720 -1
3 37 148284 -1
3 38 625536 1
3 39 131760 -1
3 40 115488 1
3 41 60660 1
3 42 763776 -1
3 43 800496 -1
3 44 419040 1
3 45 73044 1
3 46 915840 -1
3 47 956016 -1
3 48 498528 1
3 49 86580 -1
3 50 360576 1
3 51 1125360 1
3 52 584928 1
3 53 303804 -1
3 54 420480 1
3 55 1308528 1
3 56 678240 -1
3 57 351324 1
3 58 484992 1
3 59 501840 -1
3 60 778464 -1
3 61 80460 -1
3 62 1662336 1
3 63 572112 -1
3 64 177120 1
3 65 456732 -1
3 66 1883520 1
3 67 646992 -1
3 68 333216 1
3 69 514620 1
3 70 2118528 -1
3 71 2179440 -1
3 72 373536 -1
3 73 575964 -1
3 74 2367360 -1
3 75 2431728 -1
3 76 24480 1
3 77 213588 1
3 78 2630016 1
3 79 2697840 -1
3 80 1383264 1
3 81 236340 1
3 82 100224 1
3 83 2977776 1
3 84 1524960 -1
3 85 260244 -1
3 86 213120 -1
3 87 3271536 -1
3 88 1673568 1
3 89 171180 -1
3 90 1166976 -1
3 91 3579120 1
3 92 1829088 -1
3 93 934524 -1
3 94 1272960 1
3 95 1300176 -1
3 96 1991520 1
3 97 1016604 1
3 98 4150656 -1
4 -98 4153024 -1
4 -97 4068784 1
4 -96 31136 1
4 -95 975724 -1
4 -94 3821248 -1
4 -93 534352 1
4 -92 114392 1
4 -91 895372 -1
4 -90 3503296 -1
4 -89 263536 1
4 -88 209344 1
4 -87 818476 1
